1,39,13,2174,0,40,1
2,50,13,0,0,13,1
3,38,9,0,0,40,1
4,53,7,0,0,40,1
5,28,13,0,0,40,1
6,37,14,0,0,40,1
7,49,5,0,0,16,1
8,52,9,0,0,45,2
9,31,14,14084,0,50,2
10,42,13,5178,0,40,2
11,37,10,0,0,80,2
12,30,13,0,0,40,2
13,23,13,0,0,30,1
14,32,12,0,0,50,1
15,40,11,0,0,40,2
16,34,4,0,0,45,1
17,25,9,0,0,35,1
18,32,9,0,0,40,1
19,38,7,0,0,50,1
20,43,14,0,0,45,2
21,40,16,0,0,60,2
22,54,9,0,0,20,1
23,35,5,0,0,40,1
24,43,7,0,2042,40,1
25,59,9,0,0,40,1
26,56,13,0,0,40,2
27,19,9,0,0,40,1
28,54,10,0,0,60,2
29,39,9,0,0,80,1
30,49,9,0,0,40,1
31,23,12,0,0,52,1
32,20,10,0,0,44,1
33,45,13,0,1408,40,1
34,30,10,0,0,40,1
35,22,10,0,0,15,1
36,48,7,0,0,40,1
37,21,10,0,0,40,1
38,19,9,0,0,25,1
39,31,10,0,0,38,2
40,48,12,0,0,40,1
41,31,5,0,0,43,1
42,53,13,0,0,40,1
43,24,13,0,0,50,1
44,49,9,0,0,40,1
45,25,9,0,0,35,1
46,57,13,0,0,40,2
47,53,9,0,0,38,1
48,44,14,0,0,40,1
49,41,11,0,0,40,1
50,29,11,0,0,43,1
51,25,10,0,0,40,1
52,18,9,0,0,30,1
53,47,15,0,1902,60,2
54,50,13,0,0,55,2
55,47,9,0,0,60,1
56,43,10,0,0,40,2
57,46,3,0,0,40,1
58,35,11,0,0,40,1
59,41,9,0,0,48,1
60,30,9,5013,0,40,1
61,30,13,2407,0,40,1
62,32,4,0,0,40,1
63,48,9,0,0,40,1
64,42,16,0,0,45,2
65,29,10,0,0,58,1
66,36,9,0,0,40,1
67,28,10,0,0,40,1
68,53,9,0,0,40,2
69,49,10,0,0,50,2
70,25,10,0,0,40,1
71,19,10,0,0,32,1
72,31,13,0,0,40,1
73,29,13,0,0,70,2
74,23,10,0,0,40,1
75,79,10,0,0,20,1
76,27,9,0,0,40,1
77,40,12,0,0,40,1
78,67,6,0,0,2,1
79,18,7,0,0,22,1
80,31,4,0,0,40,1
81,18,9,0,0,30,1
82,52,13,0,0,40,1
